,Unnamed: 0.1,Unnamed: 0,business,Count
206,206,206,حدائق المدن والبلديات الفرعية ذات مساحة 0.5 - 2 هكتار,2
207,207,207,الأندية الرياضية الرجالية,2
208,208,208,الحدائق ومناطق الترفيه الخارجية الأخرى,2
209,209,209,الحدائق الإقليمية ذات مساحة أعلى من 2 هكتار,1
210,210,210,ميادين كرة القدم الدائمة,1
211,211,211,الاستراحات المعدة للاحتفالات,1
212,212,212,الاستراحات المعدة للإيجار اليومي,0
213,213,213,السينما,0
214,214,214,الأنشطة الترفيهية الأخرى,0
215,215,215,مرافق التجمعات العامة الأخرى,0
216,216,216,ملاعب الغولف,0
217,217,217,صالات الأفراح,0
218,218,218,صالات المعارض,0
219,219,219,قاعات الاجتماعات,0
220,220,220,مرافق التجمعات الرياضية الأخرى,0
221,221,221,مضامير السباق,0
222,222,222,ملاعب الكرة الطائرة,0
223,223,223,المراكز الترفيهية,0
224,224,224,ملاعب التنس,0
225,225,225,صالات التزلج,0
226,226,226,صالات السباحة,0
227,227,227,أندية ركوب الخيل,0
228,228,228,صالات البولنج,0
229,229,229,ملاعب كرة السلة,0
230,230,230,المرافق الرياضية الأخرى,0
231,231,231,الأنشطة الثقافية والترفيهية والترويحية الأخرى,0
232,232,232,الإستادات,0
233,233,233,المستوصفات الطبية,8
234,234,234,عيادات الأطباء الخاصة,8
235,235,235,عيادات أطباء الأسنان الخاصة,5
236,236,236,مراكز الرعاية الأولية الحكومية,1
237,237,237,المصحات والاستراحات الخاصة,1
238,238,238,المستشفيات الخاصة,1
239,239,239,الهلال الأحمر,0
240,240,240,المرافق الصحية الحكومية الأخرى,0
241,241,241,المختبرات الطبية الحكومية,0
242,242,242,عيادات أطباء الأسنان الحكومية,0
243,243,243,المستشفيات الحكومية,0
244,244,244,عيادات الأطباء الحكومية,0
245,245,245,المختبرات الخاصة,0
246,246,246,تأجير السيارات,21
247,247,247,وسائل النقل الأخرى بالسيارة,1
248,248,248,مرافق الحافلات الأخرى,1
249,249,249,خدمات المطارات والمهابط الأخرى,0
250,250,250,صالات المسافرين,0
251,251,251,الليموزين,0
252,252,252,محطات النقل داخل المدن وبين المدن,0
253,253,253,صالات ركاب سكة الحديد,0
254,254,254,مراكز شرطة المرور,3
255,255,255,خدمات الرعاية الاجتماعية,2
256,256,256,الخدمات الحكومية الأخرى,2
257,257,257,مراكز الدفاع المدني,2
258,258,258,الجهات الحكومية الأخرى,2
259,259,259,المكاتب الحكومية على مستوى المدنية أو المنطقة,2
260,260,260,مرافق الخدمات البريدية الأخرى,1
261,261,261,الخدمات الأمنية الأخرى,1
262,262,262,المرافق التأديبية والإصلاحية,0
263,263,263,مكاتب البريد المحلية,0
264,264,264,مكاتب البريد المركزية والرئيسية,0
265,265,265,مراكز الشرطة,0
266,266,266,المكاتب الأجنبية,0
267,267,267,الوزارات,0
268,268,268,المرافق الأخرى للهاتف,4
269,269,269,أبراج الهاتف الجوال,4
270,270,270,خدمات وكلاء الشحن,3
271,271,271,خدمات النقل الأخرى,0
272,272,272,المرافق الأخرى للتخلص من النفايات الصلبة,0
273,273,273,المرافق البترولية الأخرى,0
274,274,274,التخلص من النفايات,0
275,275,275,ساحات السيارات والمعادن الخردة,0
276,276,276,محطات معالجة مياه المجاري,0
277,277,277,المرافق الأخرى لتصريف مياه المجاري,0
278,278,278,محطات معالجة المياه,0
279,279,279,مرافق الإذاعة والتلفزيون الأخرى,0
280,280,280,محطات الأبراج لإرسال البث,0
281,281,281,مصانع منتجات اللحوم,2
282,282,282,مصانع الذهب والمجوهرات,0
283,283,283,مصانع منتجات الألبان,0
284,284,284,مصانع الأدوات الصحية والسيراميك والسخانات,0
285,285,285,مصانع التكسيات الأخرى,0
286,286,286,مصانع منتجات البترول أو التكرير الأخرى,0
287,287,287,مصانع المنتجات الزجاجية,0
288,288,288,مصانع البوظة,0
289,289,289,مصانع الأدوية,0
290,290,290,مصانع الحلوى,0
291,291,291,مصانع المرطبات,0
292,292,292,مصانع المخبوزات,0
293,293,293,مطاحن الغلال,0
294,294,294,مصانع الفواكه والخضروات المعلبة أو المحفوظة,0
295,295,295,مصانع منتجات الطباعة والنشر الأخرى,0
296,296,296,مصانع مياه الشرب الصحية,0
297,297,297,مصانع منتجات النظافة الشخصية,0
298,298,298,مصانع الثلج,0
299,299,299,مصانع الكيماويات والأسمدة الزراعية,0
300,300,300,مصانع المنتجات الغذائية الأخرى,0
301,301,301,مصانع جميع منتجات البلاستيك,0
302,302,302,مصانع الأقمشة المنسوجة,0
303,303,303,مصانع الطوب الإسمنتي أو الطوب الأحمر,0
304,304,304,مصانع السجاد والموكيت,0
305,305,305,مصانع المنتجات الخرسانية والجبسية الأخرى,0
306,306,306,مصانع منتجات النسيج الأخرى,0
307,307,307,مصانع منتجات المعادن الأساسية الأخرى,0
308,308,308,مصانع الملابس,0
309,309,309,مصانع معدات النقل,0
310,310,310,مصانع منتجات الجلود,0
311,311,311,مصانع المطابع التجارية,0
312,312,312,مصانع دباغة الجلود,0
313,313,313,مصانع مواد الطلاء,0
314,314,314,مصانع منتجات الملابس الأخرى,0
315,315,315,مصانع منتجات النظافة الصناعية والمنزلية,0
316,316,316,مصانع المنتجات الخشبية,0
317,317,317,مصانع المنتجات الطبية الأخرى,0
318,318,318,مصانع الأثاث المنزلي,0
319,319,319,مصانع العوازل,0
320,320,320,مصانع التجهيزات والتمديدات الكهربائية,0
321,321,321,مصانع منتجات البلاستيك المنزلية,0
322,322,322,مصانع الأدوات المنزلية الأخرى,0
323,323,323,مصانع منتجات الألمنيوم المنزلية,0
324,324,324,مصانع أنابيب البلاستيك (التمديدات),0
325,325,325,مصانع الإسمنت,0
326,326,326,مصانع وحدات التكييف الحائطية,0
327,327,327,مصانع البلاط,0
328,328,328,مصانع معدات السباكة وتكييف الهواء الأخرى,0
329,329,329,مصانع الخرسانة والجبس والجص,0
330,330,330,مصانع الورق الأساسي,0
331,331,331,مصانع الحجر,0
332,332,332,مصانع ألواح وصناديق الورق المقوى,0
333,333,333,مصانع القضبان الفولاذية,0
334,334,334,مصانع الورق الصحي,0
335,335,335,مصانع الألومنيوم,0
336,336,336,مصانع منتجات الورق الأخرى,0
337,337,337,مصانع المنتجات المعدنية الأخرى,0
338,338,338,مصانع الكتب,0
339,339,339,مصانع منتجات تشييد المباني,0
340,340,340,اجمالي عدد المدارس,49
341,341,341,اجمالي عدد المراكز الصحية,5
342,342,342,اجمالي عدد الحدائق,19
343,343,343,اجمالي عدد المراكز الرياضية,11
344,344,344,اجمالي عدد المطاعم,140
345,345,345,اجمالي عدد المساجد,51
346,346,346,اجمالي عدد البقالات,44
347,347,347,اجمالي عدد السوبر ماركت,11
348,348,348,إجمالي عدد محطات الباصات,11
349,349,350,اجمالي عدد الكوفيهات,36
