,business,Count
271,المرافق الأخرى لتصريف مياه المجاري,0
272,مرافق الإذاعة والتلفزيون الأخرى,0
273,تأجير السيارات,5
274,خدمات المطارات والمهابط الأخرى,0
275,وسائل النقل الأخرى بالسيارة,0
276,صالات المسافرين,0
277,الليموزين,0
278,مرافق الحافلات الأخرى,0
279,محطات النقل داخل المدن وبين المدن,0
280,صالات ركاب سكة الحديد,0
281,مزارع النخيل,4
282,خدمات التعدين الأخرى,0
283,مشاتل الأشجار,0
284,أنشطة التعدين والمحاجر ومناطق الاستخراج والكسارة,0
285,المزارع غير المنتجة الأخرى,0
286,الأنشطة الأخرى المتعلقة بالزراعة,0
287,المزارع العامة أو المختلطة,0
288,الإسطبلات وتربية الخيول,0
289,مزارع الدواجن,0
290,مزارع المواشي,0
291,مزارع الفواكه والخضروات,0
292,مزارع المحاصيل الحقلية الأخرى,0
293,حدائق الحيوانات,1
294,المكتبات,1
295,المباني التاريخية,0
296,المرافق الثقافية الأخرى,0
297,المراكز الثقافية,0
298,قاعات المناسبات الاجتماعية,0
299,المتاحف,0
300,مصانع منتجات الطباعة والنشر الأخرى,1
301,مصانع المطابع التجارية,1
302,مصانع الذهب والمجوهرات,0
303,مصانع منتجات الألبان,0
304,مصانع الأدوات الصحية والسيراميك والسخانات,0
305,مصانع التكسيات الأخرى,0
306,مصانع منتجات البترول أو التكرير الأخرى,0
307,مصانع المنتجات الزجاجية,0
308,مصانع البوظة,0
309,مصانع الأدوية,0
310,مصانع الحلوى,0
311,مصانع المرطبات,0
312,مصانع المخبوزات,0
313,مطاحن الغلال,0
314,مصانع الفواكه والخضروات المعلبة أو المحفوظة,0
315,مصانع مياه الشرب الصحية,0
316,مصانع منتجات النظافة الشخصية,0
317,مصانع الثلج,0
318,مصانع الكيماويات والأسمدة الزراعية,0
319,مصانع المنتجات الغذائية الأخرى,0
320,مصانع جميع منتجات البلاستيك,0
321,مصانع الأقمشة المنسوجة,0
322,مصانع الطوب الإسمنتي أو الطوب الأحمر,0
323,مصانع السجاد والموكيت,0
324,مصانع المنتجات الخرسانية والجبسية الأخرى,0
325,مصانع منتجات النسيج الأخرى,0
326,مصانع منتجات المعادن الأساسية الأخرى,0
327,مصانع الملابس,0
328,مصانع معدات النقل,0
329,مصانع منتجات الجلود,0
330,مصانع دباغة الجلود,0
331,مصانع مواد الطلاء,0
332,مصانع منتجات الملابس الأخرى,0
333,مصانع منتجات النظافة الصناعية والمنزلية,0
334,مصانع المنتجات الخشبية,0
335,مصانع المنتجات الطبية الأخرى,0
336,مصانع الأثاث المنزلي,0
337,مصانع العوازل,0
338,مصانع التجهيزات والتمديدات الكهربائية,0
339,مصانع منتجات البلاستيك المنزلية,0
340,مصانع الأدوات المنزلية الأخرى,0
341,مصانع منتجات الألمنيوم المنزلية,0
342,مصانع أنابيب البلاستيك (التمديدات),0
343,مصانع الإسمنت,0
344,مصانع وحدات التكييف الحائطية,0
345,مصانع البلاط,0
346,مصانع معدات السباكة وتكييف الهواء الأخرى,0
347,مصانع الخرسانة والجبس والجص,0
348,مصانع الورق الأساسي,0
349,مصانع الحجر,0
350,مصانع ألواح وصناديق الورق المقوى,0
351,مصانع القضبان الفولاذية,0
352,مصانع الورق الصحي,0
353,مصانع الألومنيوم,0
354,مصانع منتجات الورق الأخرى,0
355,مصانع المنتجات المعدنية الأخرى,0
356,مصانع الكتب,0
357,مصانع منتجات تشييد المباني,0
358,مصانع منتجات اللحوم,0
359,إجمالي عدد المطاعم,87
360,إجمالي عدد السوبر ماركت,4
361,إجمالي عدد المقاهي,60
362,إجمالي عدد المساجد,53
363,إجمالي عدد المراكز الصحية,21
364,إجمالي عدد الحدائق,8
365,إجمالي عدد البقالات,69
366,إجمالي عدد الأندية الرياضية,14
367,اجمالي عدد محطات الباص,24
368,اجمالي عدد المدارس,38
369,مدارس متوسط وثانوي بنين,7
370,مدارس متوسط وثانوي بنات,7
371,مدارس ابتدائية,24
